date,open,high,low,close,volume,atr_14_pct,atr_vol_20,range_pct,dist_sma50_pct,macd_hist,bb_bw_20,vol_ratio_20,cmf_20,up_down_vol_ratio_20,ret_vol_corr_20,pct_dist_to_20_high,breakout_up_20,breakout_down_20,vwap_dist,vwap_slope_5,wick_to_body_ratio,inside_bar,engulfing,gap_pct,up_streak,down_streak,wick_up_streak_3,wick_down_streak_3,ret_skew_20,ret_kurt_20,dow,dow_sin,dow_cos,hour,hour_sin,hour_cos,y_reg,y_cls,vol_cv_20_log
2025-02-11 18:30:00,1219.45,1226.9,1193.35,1216.55,21131654.0,,,0.027577986930253717,,,,,,,,,0.0,0.0,0.0035333260008798668,,10.568965517237434,0.0,0.0,,0,0,,,,,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16,-0.002345346099456139,0,
2025-02-12 18:30:00,1217.05,1228.0,1212.0,1216.1,8511216.0,,,0.01315681276210837,,,,,,,,,0.0,0.0,-0.0021334208582917324,,15.842105263140413,0.0,0.0,0.0004109983149069086,0,1,,,,,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16,-0.010699670118187484,0,
2025-02-13 18:30:00,1219.0,1224.0,1205.45,1217.25,10298145.0,,,0.015239268843705025,,,,,,,,,0.0,0.0,0.001384813667151172,,9.599999999994488,0.0,0.0,0.0023846723131322168,1,0,1.0,1.0,,,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16,-0.00907342735572893,0,
2025-02-16 18:30:00,1211.1,1227.5,1204.5,1224.9,8166683.0,,,0.018777043023920303,,,,,,,,,0.0,0.0,0.004867510733134668,,0.6666666666665964,0.0,1.0,-0.00505237215033895,2,0,1.0,2.0,,,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16,-0.02115432135624424,0,
2025-02-17 18:30:00,1224.85,1229.9,1216.1,1225.4,6673250.0,,,0.011261628855883932,,,,,,,,,0.0,0.0,0.001307403170452799,,24.090909090857323,0.0,0.0,-4.081965874780134e-05,3,0,0.0,3.0,,,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16,-0.04589576673892233,0,
2025-02-18 18:30:00,1219.5,1232.75,1217.55,1227.45,6217338.0,,,0.012383396472361427,,,,,,,,,0.0,0.0,0.0012507647338725865,2.729999999999472,0.9119496855344713,0.0,0.0,-0.004814754365921402,4,0,1.0,3.0,,,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16,-0.055582250452684126,0,
2025-02-19 18:30:00,1223.95,1239.35,1222.0,1233.0,7795582.0,,,0.014071370640713622,,,,,,,,,0.0,0.0,0.0012586787932924223,2.54999999999949,0.9171270718231026,0.0,0.0,-0.002851439977188478,5,0,2.0,3.0,,,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16,-0.048371568619582125,0,
2025-02-20 18:30:00,1228.7,1240.0,1222.15,1228.15,6904025.0,,,0.014534055286406297,,,,,,,,,0.0,0.0,-0.001585236972603889,2.9066666666661245,31.454545454490784,0.0,0.0,-0.003487429034874251,0,1,3.0,0.0,,,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16,-0.015919245659268975,0,
2025-02-23 18:30:00,1216.55,1223.25,1210.5,1214.55,7172498.0,,,0.010497715203161657,,,,,,,,,0.0,0.0,-0.0012745662363293977,-0.5733333333331975,5.374999999997312,0.0,0.0,-0.009445100354191367,0,2,4.0,0.0,,,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16,0.02790990069474822,1,
2025-02-24 18:30:00,1211.0,1221.0,1201.5,1204.0,11552182.0,,,0.016196013289036533,,,,,,,,,0.0,0.0,-0.003998345512201782,-2.9933333333327408,1.7857142857140307,0.0,0.0,-0.002922893252644973,0,3,5.0,0.0,,,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16,0.02747087696669644,1,
