date,open,high,low,close,volume,atr_14_pct,atr_vol_20,range_pct,dist_sma50_pct,macd_hist,bb_bw_20,vol_ratio_20,vol_cv_20,cmf_20,up_down_vol_ratio_20,ret_vol_corr_20,pct_dist_to_20_high,breakout_up_20,breakout_down_20,vwap_dist,vwap_slope_5,wick_to_body_ratio,inside_bar,engulfing,gap_pct,up_streak,down_streak,wick_up_streak_3,wick_down_streak_3,ret_skew_20,ret_kurt_20,ret_skew_60,ret_kurt_60,dow,dow_sin,dow_cos,hour,hour_sin,hour_cos
2020-08-23 18:30:00,996.75,1003.0,986.8,998.8,31680724.0,0.026944001415663867,2.5202006578958596,0.016219463356027263,0.07859674433974269,-8.397683166525699,0.06686223514005174,0.7194686756231763,0.4637315426171034,-0.12057444653748589,0.9644170369898476,0.24799815098175046,-0.04567169883432058,0.0,0.0,0.002609917687211424,0.13666666666660598,6.902439024387074,0.0,0.0,0.004585768998185799,1,0,0.0,3.0,1.5011645478383107,7.242672113868369,0.5224143651193341,3.663108074235308,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
2020-08-24 18:30:00,1003.7,1006.25,990.4,992.3,18774048.0,0.026324246122395728,2.783750163783587,0.01597299203869798,0.06648008907575301,-8.581748075848218,0.061432431555115026,0.44379150637564296,0.49742737107603907,-0.15810562069323686,0.8113937156745684,0.24167116806996958,-0.05188228549589138,0.0,0.0,-0.0040315160842437255,-2.0266666666662827,0.3903508771929391,0.0,0.0,0.004905887064477459,0,1,1.0,3.0,1.6440982738243097,7.6961112898023645,0.5553168284513088,3.6611380236319704,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16
2020-08-25 18:30:00,993.7,1023.7,975.6,1018.6,57975312.0,0.02718578318660715,2.8922925491598703,0.047221676811309614,0.08892495119828775,-6.813621273967826,0.062393698773536975,1.3908212423817952,0.48805455898397987,-0.06069855241959361,1.101446970151264,0.4517099042668126,-0.026753296388304856,0.0,0.0,0.012558401537492938,-2.37333333333286,0.9317269076304874,0.0,1.0,0.0014108636501059051,1,0,1.0,3.0,1.822031655625534,7.416904488397981,0.5056617402063728,3.5220659462963853,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16
2020-08-26 18:30:00,1023.7,1024.7,1002.4,1005.9,27197108.0,0.0271461735617297,3.0034289499091007,0.022169201709911567,0.07038878342371174,-6.387945924141004,0.06239094981305086,0.688246121362466,0.4907827461604752,-0.09565314214982154,0.8643554305556526,0.47171251213655113,-0.038887827250143225,0.0,0.0,-0.005044510385756694,1.743333333332968,0.2528089887640298,0.0,0.0,0.005006872177498544,0,1,1.0,2.0,1.895094237300175,7.4989234138004575,0.5725106196136325,3.597265303305347,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16
2020-08-27 18:30:00,1010.4,1016.55,1003.85,1008.55,26306518.0,0.02604038101479994,3.1512313888592582,0.012592335531208091,0.06933869690283534,-5.831847181577061,0.05936773608330461,0.7071134133391703,0.4824364127783535,-0.04978590566836382,1.1178035399468156,0.6250908827471743,-0.036355818841964385,0.0,0.0,-0.0010894864557024926,2.366666666666201,5.864864864861573,1.0,0.0,0.004473605726215325,1,0,1.0,2.0,1.9386939618915062,7.83891959489817,0.5695776386245016,3.5969192151071487,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
2020-08-30 18:30:00,1036.1,1036.1,982.0,991.65,60111514.0,0.028489266917489185,3.1682356869560957,0.05455553874855025,0.04787698316253526,-6.457496566408317,0.0405788090100288,1.5841167358848423,0.4900306287255873,-0.0531408829533869,1.07240203061627,0.6001655210767913,-0.05250334416204843,0.0,0.0,-0.011562422128083739,1.4099999999997317,0.21709786276714904,0.0,1.0,0.027316444400376706,0,1,1.0,2.0,2.248039963836418,8.603854637426952,0.5667373000292075,3.546472750359351,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
2020-08-31 18:30:00,1000.85,1011.5,982.95,994.8,37392974.0,0.028420498018515275,2.954330603358142,0.028699236027342104,0.047340903778976075,-6.496783108199573,0.039235926421650504,1.057500693493051,0.4008340954023329,-0.167307504671253,0.9311360516964216,0.15729364430984819,-0.04949359831836415,0.0,0.0,-0.0016224805553231338,0.01999999999995507,3.7190082644621345,1.0,0.0,0.00927746684818236,1,0,1.0,2.0,0.6242865741482,3.204645908962646,0.5609795688542085,3.6443439056964735,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16
2020-09-01 18:30:00,997.05,1019.0,993.7,1014.3,26095702.0,0.027664768705697586,2.6661893279197493,0.024943310657596304,0.06359775599014304,-5.108263027984147,0.03935901048054712,0.7894622742116952,0.34282562807936395,-0.0676933240337908,1.2485150598522061,0.2814580837265237,-0.021040440111958245,0.0,0.0,0.005252725470763081,0.6066666666665392,0.46666666666663703,0.0,0.0,0.002261761158021711,2,0,1.0,2.0,0.4616060829977733,2.708732870917574,0.5673264037363003,3.673271367456651,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16
2020-09-02 18:30:00,1014.2,1019.3,1002.3,1006.6,17997782.0,0.027091543929810235,2.3763418668768637,0.016888535664613534,0.05138149188380704,-4.621807626435793,0.0382185768132787,0.5701474605526309,0.3564901909640749,-0.07568021421547255,1.0234255318503849,0.2999166040455659,-0.02847215519737464,0.0,0.0,-0.0027739251040221438,-0.31999999999994055,1.2368421052629885,0.0,0.0,-9.859016070187218e-05,0,1,2.0,2.0,0.582570027868415,2.735985620600628,0.5857227475005576,3.7661997927445157,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16
2020-09-03 18:30:00,993.0,999.4,987.6,990.0,27573872.0,0.026949099968016654,2.170118454919785,0.01191919191919186,0.03060050697216853,-5.283692859058611,0.03763046551207292,0.8795884576175412,0.36007870092460625,-0.12250292669541771,0.8462717101686962,0.310341395028133,-0.04449377473216859,0.0,0.0,-0.002351360429963086,-3.4633333333326286,2.93333333333234,0.0,0.0,-0.013510828531690848,0,2,3.0,0.0,0.6723322256687484,2.7382177088044823,0.6568431628177464,3.922871810692884,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
2020-09-06 18:30:00,993.2,1003.6,974.3,992.6,21231854.0,0.027067076119597477,1.9296392624391092,0.02951843642957892,0.029633871074819164,-5.393296886411163,0.03877998775096465,0.6825883421249658,0.3683800515297394,-0.09030664996405798,0.9844749401587186,0.27458146684273305,-0.041984364443586386,0.0,0.0,0.002457498737586324,-2.6166666666661507,47.83333333325188,0.0,1.0,0.003232323232323275,1,0,3.0,1.0,0.5622338856907988,2.76045242317905,0.6919988690620338,3.993051390275696,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
2020-09-07 18:30:00,997.05,1010.9,991.6,1004.25,26529090.0,0.02621488223849083,1.670716313031098,0.019218322130943426,0.037584476475736,-4.561153857433634,0.03681526728236932,0.8794913468161363,0.36436034002704387,-0.08883130708958628,0.924453176653586,0.2175298396796533,-0.03074027603513163,0.0,0.0,0.0019955101022698907,1.1666666666664636,1.680555555555299,0.0,0.0,0.004483175498690235,2,0,3.0,1.0,0.5153797052530793,2.5730492656066555,0.6671219495930198,3.956601127337716,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16
2020-09-08 18:30:00,993.7,1033.2,992.0,1030.1,53558666.0,0.02658839234360447,1.4198461400233184,0.03999611688185614,0.05986961782548182,-2.2657577123724053,0.04298713164484872,1.706954935149379,0.3877408676858385,-0.016999728369197446,1.2082606222261334,0.3629983356763987,-0.005790946819805034,0.0,0.0,0.011455503551205939,1.8866666666663015,0.13186813186813373,0.0,0.0,-0.010505352252925013,3,0,2.0,1.0,0.45142143398950424,2.2368503807566698,0.6046710273808804,3.7979535331512695,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16
2020-09-09 18:30:00,1040.5,1117.6,1036.8,1102.85,135861896.0,0.02872772093024634,1.5326995419362102,0.07326472321711919,0.12859436608475913,3.8246612322306746,0.09756471024193042,3.675157586886359,0.7089477865433701,0.1074236822664323,1.8422190554907953,0.7743813175888099,-0.013197924123120965,1.0,0.0,0.015749481924936796,15.269999999996905,0.2959101844426588,0.0,0.0,0.01009610717406085,4,0,3.0,0.0,1.628128755165332,6.101613311454059,0.7810666637230691,3.936894038777754,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16
2020-09-10 18:30:00,1101.9,1114.2,1090.0,1105.6,57586842.0,0.02817285839382548,1.5670339329059724,0.02188856729377716,0.12556871456509933,7.498503476927061,0.12937638721638398,1.5059982749712266,0.695033763403959,0.13722676765090835,2.3548418831401046,0.7585166777491918,-0.010737294201861123,0.0,0.0,0.002114931415795446,22.18666666666222,5.540540540539377,1.0,0.0,-0.0008614045427753705,5,0,3.0,1.0,1.6039930021727198,6.100908694307199,0.7567860318132474,4.24011203264736,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
2020-09-13 18:30:00,1108.1,1124.8,1087.6,1097.4,42667822.0,0.02877729562880932,1.6994971610237126,0.033898305084745776,0.11235562132876528,8.749199356770308,0.14710237782238775,1.0976551636060587,0.682271505338515,0.10079731161798346,2.2308559658343956,0.7464544285091009,-0.024359886201991324,0.0,0.0,-0.005317541845428627,22.61999999999548,2.4766355140185237,0.0,1.0,0.0022612156295224294,0,1,3.0,1.0,1.6202095533118324,6.180204171144835,0.7567335761176628,4.240580717350952,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
2020-09-14 18:30:00,1101.9,1108.45,1090.5,1105.2,26318010.0,0.027693284660806033,1.7548095945937348,0.01624140427072026,0.1149243703582647,9.416691920538781,0.1644420788789315,0.6798994402294294,0.6869572153987993,0.10785492537605762,2.217298906435148,0.7522472439346631,-0.01742532005689891,0.0,0.0,0.0034653390433244534,19.82666666666268,4.439393939392683,1.0,0.0,0.004100601421541822,1,0,1.0,1.0,1.682784555177676,6.3845902601493725,0.7340057468179603,4.297566142972089,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16
2020-09-15 18:30:00,1105.7,1129.2,1101.2,1107.9,32876912.0,0.027457740944424894,1.822193096184415,0.025273039082949703,0.1120166857707232,9.336720249987557,0.17920625704723492,0.8494854864226808,0.6871116938581786,0.10158031337521256,2.2167558783451513,0.7542735775751224,-0.018862911795961685,0.0,0.0,-0.004373483509570641,18.866666666662876,11.727272727267133,0.0,0.0,0.00045240680419833475,2,0,1.0,1.0,1.7109447648100766,6.44748534449149,0.737544688196683,4.299480161886679,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16
2020-09-16 18:30:00,1105.7,1112.2,1092.3,1095.6,25010478.0,0.027080113017020586,1.8499420079289117,0.018163563344286305,0.09470015647138033,7.813899493931572,0.18553505220551056,0.6435820223036254,0.6818002764786175,0.0936163428308292,2.187802919309435,0.7528210497045245,-0.029755579171094677,0.0,0.0,-0.0040301809036090335,2.856666666666135,0.9702970297028566,0.0,0.0,-0.001985738785088946,0,1,2.0,1.0,1.7739869437475349,6.641135922813552,0.7388855138284052,4.269340751090245,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16
2020-09-17 18:30:00,1103.0,1105.45,1085.0,1098.9,32027076.0,0.02639955758868094,1.8509779069827916,0.018609518609518635,0.09354382235809004,6.444303762106948,0.18909879654519307,0.8162112363021109,0.6711062557833427,0.1318883029175794,2.5780094437752226,0.7481586534809902,-0.026833156216790586,0.0,0.0,0.002234484016599064,-1.3633333333330486,3.9878048780479296,0.0,0.0,0.006754289886820085,1,0,2.0,1.0,1.7586101098265685,6.707972140056208,0.7668253243098953,4.320633209223578,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
2020-09-20 18:30:00,1096.2,1113.3,1071.1,1075.15,32562812.0,0.02785898046416243,1.8492255055621984,0.039250337162256434,0.06666256596263534,3.5015873003303284,0.18745143468138226,0.828932766080019,0.6700323053768112,0.07883377556076837,2.1189778603213756,0.7339807329656894,-0.047865745660644624,0.0,0.0,-0.01046156678069048,-3.34999999999933,1.004750593824187,0.0,1.0,-0.002457002457002496,0,1,2.0,1.0,1.6220754353936195,6.193737008144626,0.7459208724881723,4.233394993606606,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
2020-09-21 18:30:00,1085.2,1085.2,1049.25,1053.8,33689938.0,0.028829920085037493,1.8021181616657576,0.034114632757639034,0.04258181962087926,-0.12768713162588696,0.18164954054834184,0.841646485496527,0.647469026127846,0.0637634447864899,2.000517969016053,0.7183024643720858,-0.06677293659227775,0.0,0.0,-0.008421547871089192,-7.726666666665097,0.14490445859871964,0.0,0.0,0.009347532902385663,0,2,1.0,1.0,1.5176311902646211,5.82198752699125,0.7326062764220254,4.166408120055548,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16
2020-09-22 18:30:00,1077.1,1085.1,1051.05,1063.2,41627808.0,0.02882152311169532,1.8322165905413523,0.03202595936794575,0.04805869601861901,-2.034346048443169,0.18027709763194746,1.0616296421196254,0.6522886788102721,-0.008357028614172361,1.9392480662533793,0.7089054666141225,-0.05844845908607859,0.0,0.0,-0.003047494022223049,-9.263333333331515,1.4496402877697006,1.0,0.0,0.022110457392294492,1,0,1.0,2.0,1.7237511697853032,6.821009613827815,0.7604505222335198,4.253320596759907,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16
2020-09-23 18:30:00,1052.3,1060.9,1037.1,1039.55,28882342.0,0.02916506206948118,1.819032209434164,0.02289452166802959,0.02150410842064095,-4.8658898249790035,0.17632539623852728,0.7350038905477192,0.6498996157222448,-0.013780035332476912,1.9270762649622029,0.7007540242387515,-0.07939249025859016,0.0,0.0,-0.006023808385523905,-10.836666666664465,0.866666666666613,0.0,0.0,-0.010252069224981265,0,1,1.0,2.0,1.604294743317234,6.439920938001796,0.7842836811459426,4.186975278256881,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16
2020-09-24 18:30:00,1043.3,1054.6,1032.9,1049.3,27477870.0,0.028307376588901367,1.7015149498174125,0.02068045363575698,0.02829199455131658,-5.986098991229369,0.17223722022709814,0.6982219345433278,0.6481693370276126,0.012782906231887423,1.9314388981370934,0.6913721715529683,-0.07075805880269219,0.0,0.0,0.0035386381025246886,-10.169999999997948,2.6166666666662004,0.0,0.0,0.003607330094752534,1,0,1.0,2.0,1.540874265836431,6.249370030054002,0.8009652551620836,4.234868057642022,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
2020-09-27 18:30:00,1061.4,1066.6,1051.9,1056.3,19044878.0,0.027281081761914544,1.6893729715636572,0.013916500994035602,0.03229299412854636,-6.136808607295372,0.16335182924481803,0.5105765326123151,0.6810024862665338,0.0550716404871222,2.5799815693108803,0.7454636139897213,-0.06455897980871415,0.0,0.0,-0.0018583847801436583,-5.64999999999887,1.8823529411759887,0.0,0.0,0.011531497188602045,2,0,1.0,1.0,1.5145908800286316,6.418722725850438,0.857714888391363,4.555703008178606,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
