date,open,high,low,close,volume,atr_14_pct,atr_vol_20,range_pct,dist_sma50_pct,macd_hist,bb_bw_20,vol_ratio_20,vol_cv_20,cmf_20,up_down_vol_ratio_20,ret_vol_corr_20,pct_dist_to_20_high,breakout_up_20,breakout_down_20,vwap_dist,vwap_slope_5,wick_to_body_ratio,inside_bar,engulfing,gap_pct,up_streak,down_streak,wick_up_streak_3,wick_down_streak_3,ret_skew_20,ret_kurt_20,ret_skew_60,ret_kurt_60,dow,dow_sin,dow_cos,hour,hour_sin,hour_cos
2020-07-23 18:30:00,980.85,1030.9,980.75,1022.85,116778860.0,0.030097471554061585,2.6633316710916493,0.0490296719949162,0.2722711193149872,8.575505484557496,0.2436116607096679,2.3282768506822564,0.5860659267987132,0.2807368839078218,1.6889749165988912,-0.065729067473291,-0.007808710835192609,1.0,0.0,0.011220958971824034,22.153333333328924,0.19404761904761658,0.0,0.0,0.00010196278358401492,6,0,2.0,1.0,-0.5007093226675375,2.433858566887108,-0.4757705201056627,3.6580496704732166,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
2020-07-26 18:30:00,1038.4,1047.95,1014.15,1027.65,77761134.0,0.03016643966664127,2.8453526955494786,0.03289057558507277,0.26776774677460313,10.155885135205665,0.2637605311349,1.4726299104396707,0.5563330767242459,0.26055684103029275,2.032605162892316,-0.13007119319445268,-0.01937115320387417,0.0,0.0,-0.002200825309491042,23.236666666662053,2.1441860465114346,0.0,0.0,0.015202620130028892,7,0,2.0,1.0,-0.5981428215328368,2.7118069778608587,-0.4480718681815299,3.718123134709205,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
2020-07-27 18:30:00,1027.65,1045.65,1025.0,1037.9,53368912.0,0.029156197431937484,2.921757789565691,0.019895943732536923,0.26941145246647874,10.881271991586843,0.2748839902223021,0.9881887850270049,0.5342351824933372,0.2839401633385004,2.386798287755003,-0.18586889525233385,-0.009590152201917978,0.0,0.0,0.0016567209792347191,20.24999999999597,1.0146341463413733,1.0,0.0,0.0,8,0,2.0,1.0,-0.7460059329877492,3.140451377201389,-0.5036809242574682,3.923400203030591,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16
2020-07-28 18:30:00,1038.0,1040.3,986.8,999.3,70365858.0,0.03194349080712948,3.070840185685041,0.0535374762333633,0.21247932791298949,7.8904464534114,0.2696240829604981,1.253245164557695,0.5053007274543722,0.2288761282984372,1.8845714963752358,-0.20700708822995437,-0.04642397060928484,0.0,0.0,-0.009417129262490078,11.91999999999762,0.38242894056846394,0.0,0.0,9.634839579912222e-05,0,1,1.0,1.0,-0.6751128692473622,2.660618536259397,-0.46902711651656104,3.63593796839422,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16
2020-07-29 18:30:00,1000.4,1019.8,987.5,1005.1,70550824.0,0.03178608345483308,3.1281744345132605,0.03213610586011334,0.21006723933470958,5.54267534810559,0.2645209494790025,1.21053802999788,0.4758124746114782,0.21262690151034436,1.9941876216759316,-0.20641591271942625,-0.040889355408177855,0.0,0.0,0.0009626875580933573,6.089999999998746,5.872340425530589,1.0,0.0,0.001100770539377586,1,0,1.0,1.0,-0.62776381332835,2.6203106596031396,-0.48227530003779856,3.652565154421885,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16
2020-07-30 18:30:00,1007.8,1014.7,978.4,985.2,72583682.0,0.032743641772945704,3.102074158836866,0.03684531059683316,0.17765046062485262,2.068285505735531,0.2550923866081775,1.2000349411021134,0.446078418288536,0.15345675768092767,1.6190917425160605,-0.21662270747049595,-0.05987881101197571,0.0,0.0,-0.007621797669811682,-3.7466666666658974,0.6061946902654695,0.0,0.0,0.0026862998706595653,0,1,2.0,1.0,-0.43391357945968895,2.2307199705830927,-0.4172662032258521,3.582188785600225,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
2020-08-02 18:30:00,977.65,980.4,954.7,957.5,45237394.0,0.03355967671549268,3.059238204793314,0.026840731070495984,0.13705861047281429,-2.4326056969168164,0.24865961391880317,0.7480944771477268,0.4463262140684292,0.09354844182375296,1.3848823653707236,-0.13649828421537086,-0.08631136981726224,0.0,0.0,-0.006948765816220623,-13.143333333330734,0.27543424317616305,0.0,0.0,-0.007663418595209155,0,2,2.0,1.0,-0.2649402038119406,2.026322489333862,-0.36917890366848216,3.4932227532064277,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
2020-08-03 18:30:00,963.0,1032.8,953.3,1025.0,89125544.0,0.03465045825199269,3.2571042763901343,0.07756097560975603,0.20728706695201793,-1.2599579154546916,0.2478455906803676,1.4097081248974952,0.4264762244041599,0.15719189579991946,1.673052594377928,-0.04312208466680529,-0.021899899804380004,0.0,0.0,0.02122148052206851,-6.496666666665416,0.28225806451612445,0.0,1.0,0.005744125326370751,1,0,2.0,2.0,0.038374303323363786,2.595684872086129,-0.11246067710331915,3.5822336951877287,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16
2020-08-04 18:30:00,1033.75,1046.6,1009.6,1013.45,72190292.0,0.035149902117082556,3.334584510124001,0.03650895456115235,0.1846274872852282,-1.6346325737114782,0.23529150332075452,1.101074769850718,0.3888831787256038,0.12046191287915445,1.52238475578315,-0.12258010098463858,-0.032921418006584255,0.0,0.0,-0.009545062140634901,2.883333333332772,0.8226600985221255,0.0,0.0,0.00853658536585365,0,1,1.0,2.0,0.032821070123832286,2.6267417411888516,0.22995740427002082,3.18639676721573,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16
2020-08-05 18:30:00,1028.0,1033.1,1004.6,1017.1,47760660.0,0.03452355351399953,3.255048370229053,0.028020843574869586,0.18019189866896232,-1.9857437475443902,0.22346716396069846,0.7215881951204687,0.3755980623869724,0.10005578362145585,1.54642122620814,-0.10457167594538683,-0.02943842740588768,0.0,0.0,-0.0011457378551785853,2.8266666666660996,1.6146788990824157,0.0,0.0,0.014356899699047746,1,0,1.0,2.0,0.09275261119005557,2.6389994667330727,0.24783851171501423,3.1974620784695675,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16
2020-08-06 18:30:00,1015.05,1028.4,1010.5,1023.0,31939546.0,0.033122523504270085,3.026653438738621,0.017497556207233696,0.1781493036481166,-2.1555643026600038,0.21772920244638344,0.4863900917354346,0.38814034340468984,0.08517826427968897,1.5263491140691714,-0.06069645394060621,-0.0238083878047617,0.0,0.0,0.002318821646689969,5.573333333332197,1.2515723270438663,1.0,0.0,-0.002015534362402975,2,0,1.0,1.0,0.2039383935976461,2.8250131858126606,0.34613826855083557,3.294825433652784,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
2020-08-09 18:30:00,1029.0,1031.85,1004.7,1010.3,26105626.0,0.03306277061150773,2.748184467670138,0.02687320597842209,0.15591659277480602,-3.3849487159692515,0.21442784862736314,0.41045523418964547,0.42403789410868165,0.05131424922769692,1.3299064650929482,-0.012108814217613277,-0.03592728660718551,0.0,0.0,-0.005234914748018604,10.283333333331313,0.45187165775397575,0.0,1.0,0.005865102639296182,0,1,1.0,1.0,0.39843671113825513,3.005520500122262,0.3945175047073926,3.2743163935235287,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
2020-08-10 18:30:00,1017.45,1029.45,1001.0,1017.0,45344868.0,0.03249705878174473,2.35518811749764,0.02797443461160277,0.15604045345885698,-3.968223205132844,0.20808829830976783,0.7242552607778461,0.43558188555453975,0.051821654253536575,1.6045813196338758,-0.012021432475211024,-0.029533851805906786,0.0,0.0,0.0011649083660109857,2.423333333332873,62.22222222207767,0.0,0.0,0.007077105810155483,1,0,1.0,2.0,0.3231050464857095,3.0462592798596404,0.36884546285126274,3.328940041601088,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16
2020-08-11 18:30:00,1010.9,1022.3,1004.1,1014.0,29306614.0,0.03154716921340144,2.2968655755842677,0.017948717948717864,0.145358924311429,-4.725939254191772,0.18457156044633816,0.5113525780640321,0.3881482237278572,0.11675976388678262,2.058104488303079,0.3363899973277561,-0.03239658380647933,0.0,0.0,0.0005262465465070081,-1.94999999999961,4.870967741933847,1.0,0.0,-0.005998033431661767,0,1,1.0,2.0,0.4914274413831605,3.4094325581753973,0.3796312257017147,3.4358398804496115,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16
2020-08-12 18:30:00,1014.2,1019.4,1005.6,1011.4,24043754.0,0.03034370918465619,2.2311600999072496,0.013644453233142121,0.13578938148104047,-5.5169727290938795,0.15294449054645176,0.4327326446395902,0.4219833633223879,0.11187119393742216,2.26999269229771,0.3487701867094705,-0.034877618206975554,0.0,0.0,-0.0007245422210511469,-1.2266666666664199,3.928571428569889,1.0,0.0,0.00019723865877716495,0,2,1.0,2.0,0.5013577979099252,3.3968748683088115,0.4240367108478615,3.468190336647873,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16
2020-08-13 18:30:00,1011.6,1028.0,995.7,1007.4,32173232.0,0.030578374110276557,2.197587951605096,0.03206273575540989,0.12489154745726926,-6.364192071699705,0.1312013407680382,0.5874926007928568,0.43785465267719986,0.07044054613148523,1.944230537162834,0.39439557386837304,-0.03869459420773895,0.0,0.0,-0.0029362277720959657,-2.05333333333292,6.690476190474503,0.0,1.0,0.00019774569903109084,0,3,1.0,1.0,0.7146678895661633,4.009628858797758,0.44125854299014333,3.4540554256594835,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
2020-08-16 18:30:00,1003.25,1003.25,986.6,996.7,29998378.0,0.030189661814201418,2.122716728027492,0.016705126918832105,0.10679635369067225,-7.6152880562813365,0.10482900955696019,0.5505111166499602,0.44480988912972796,0.0686379991197136,1.711005536923524,0.4193469593882075,-0.048905005009780955,0.0,0.0,0.001188662503557562,-4.0199999999992,1.5419847328242062,0.0,0.0,-0.00411951558467339,0,4,1.0,1.0,0.772542264216434,3.943089880787774,0.4429179365236874,3.4335999259282377,6,-0.7818314824680299,0.6234898018587334,18,-1.0,-1.8369701987210297e-16
2020-08-17 18:30:00,993.7,1017.2,992.45,1009.7,29580224.0,0.02942319975472129,2.0535667488569094,0.024512231355848246,0.11437429158264972,-7.52410616243953,0.08651527880458935,0.5485034568297068,0.4579848685590296,0.0524703652819382,1.6830008733974664,0.42709100458125526,-0.036499833007299934,0.0,0.0,0.0032291718416214243,-1.8733333333329147,0.5468749999999659,0.0,0.0,-0.003009932778167951,1,0,1.0,1.0,0.8661644275713203,4.324635409839059,0.40543088280841266,3.4323284420024915,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16
2020-08-18 18:30:00,1020.4,1026.6,1011.0,1015.9,33007580.0,0.02834304995573573,2.011673906399423,0.015355842110443836,0.11465754371566403,-7.013201558237469,0.07240542597186705,0.6265029783309036,0.47663999530886375,0.0006908879315389312,1.621134273436466,0.41292985574726976,-0.03058352020611674,0.0,0.0,-0.0018994596364827823,0.8733333333331602,2.4666666666660984,0.0,0.0,0.010597207091215134,2,0,2.0,1.0,0.944521571699991,4.534913921656892,0.4269990180407032,3.4618254580661425,1,0.7818314824680298,0.6234898018587336,18,-1.0,-1.8369701987210297e-16
2020-08-19 18:30:00,1010.4,1012.25,995.15,999.45,21826048.0,0.028234683207936866,2.0979523569137286,0.01710941017559658,0.09023138714477076,-7.695490934637917,0.0681099673829868,0.4283610966196592,0.5105858570911621,-0.037844394858270985,1.4043765636160186,0.4417866142789691,-0.046280834009256124,0.0,0.0,-0.0028268786271347436,-1.969999999999565,0.5616438356163989,0.0,0.0,-0.005413918692784718,0,1,2.0,1.0,1.1792190234429847,5.1352558544802775,0.4766436170044672,3.4386077918448854,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16
2020-08-20 18:30:00,1009.45,1011.35,989.9,992.2,24480242.0,0.027953681841092128,2.2828296519453164,0.021618625277161886,0.07680219484454626,-8.48522235793039,0.0687709125988796,0.5283028026320424,0.4644720563363722,-0.14791925639833595,1.0672037133497827,0.2716296377366804,-0.05319910301063977,0.0,0.0,-0.005628956555145289,-2.5099999999995117,0.24347826086955376,0.0,0.0,0.010005503026664656,0,2,2.0,2.0,1.5211014243844727,7.318322448122671,0.4783572169539044,3.4310330171302517,3,0.43388373911755823,-0.900968867902419,18,-1.0,-1.8369701987210297e-16
