date,open,high,low,close,volume
2024-10-20 18:30:00,1367.1,1374.0,1357.7,1369.2,14067408.0
2024-10-21 18:30:00,1369.2,1376.0,1340.2,1343.35,15831960.0
2024-10-22 18:30:00,1337.5,1357.5,1335.0,1338.5,17214742.0
2024-10-23 18:30:00,1335.3,1343.7,1323.1,1339.8,22155934.0
2024-10-24 18:30:00,1343.5,1344.35,1322.0,1327.85,18597496.0
2024-10-27 18:30:00,1337.0,1353.0,1322.1,1334.35,10824350.0
2024-10-28 18:30:00,1328.1,1343.2,1320.3,1340.0,12008361.0
2024-10-29 18:30:00,1335.0,1350.0,1325.35,1343.9,11984423.0
2024-10-30 18:30:00,1340.0,1343.0,1326.15,1332.05,9331650.0
2024-10-31 18:30:00,1333.05,1341.95,1333.0,1338.65,2127335.0
2024-11-03 18:30:00,1337.85,1340.0,1285.1,1302.15,19796890.0
2024-11-04 18:30:00,1293.0,1309.55,1286.15,1305.3,16267479.0
2024-11-05 18:30:00,1310.0,1328.3,1300.2,1325.35,21625209.0
2024-11-06 18:30:00,1324.0,1324.0,1302.6,1305.65,9611974.0
2024-11-07 18:30:00,1297.65,1301.65,1275.0,1283.75,19814406.0
2024-11-10 18:30:00,1278.95,1286.0,1267.0,1272.7,9056552.0
2024-11-11 18:30:00,1275.55,1289.3,1267.5,1274.25,10671091.0
2024-11-12 18:30:00,1270.25,1275.45,1249.5,1252.05,14633633.0
2024-11-13 18:30:00,1253.6,1272.6,1251.1,1267.6,12612633.0
2024-11-17 18:30:00,1267.6,1272.9,1243.9,1260.75,13620611.0
2024-11-18 18:30:00,1260.75,1281.5,1235.15,1241.65,14183746.0
2024-11-20 18:30:00,1241.65,1243.95,1217.25,1223.0,19433843.0
2024-11-21 18:30:00,1229.4,1268.85,1222.45,1265.4,20471957.0
2024-11-24 18:30:00,1290.0,1304.45,1282.45,1287.0,28923341.0
2024-11-25 18:30:00,1294.95,1297.85,1284.2,1295.7,9247557.0
2024-11-26 18:30:00,1293.5,1303.85,1286.0,1293.2,9572746.0
2024-11-27 18:30:00,1289.95,1296.6,1269.05,1270.8,15027412.0
2024-11-28 18:30:00,1280.0,1299.5,1275.25,1292.2,13202307.0
2024-12-01 18:30:00,1288.0,1311.35,1277.05,1309.15,11024152.0
