,date,open,high,low,close,volume
0,2025-05-12 15:15:00+05:30,1625.1,1628.2,1621.6,1623.5,526575
1,2025-05-13 09:15:00+05:30,1609.0,1612.2,1589.1,1592.2,1265990
2,2025-05-13 09:30:00+05:30,1592.4,1597.0,1582.0,1594.2,535645
3,2025-05-13 09:45:00+05:30,1593.9,1595.9,1586.5,1587.7,391715
4,2025-05-13 10:00:00+05:30,1587.6,1592.7,1585.1,1589.3,297937
5,2025-05-13 10:15:00+05:30,1589.1,1590.9,1577.0,1577.1,458771
6,2025-05-13 10:30:00+05:30,1577.0,1583.6,1576.1,1582.7,338977
7,2025-05-13 10:45:00+05:30,1582.7,1587.0,1580.9,1586.4,301366
8,2025-05-13 11:00:00+05:30,1586.5,1592.7,1581.6,1585.2,408980
9,2025-05-13 11:15:00+05:30,1585.1,1588.1,1583.6,1587.8,251368
10,2025-05-13 11:30:00+05:30,1587.8,1589.0,1580.1,1580.3,319916
11,2025-05-13 11:45:00+05:30,1580.1,1584.8,1580.1,1581.7,262722
12,2025-05-13 12:00:00+05:30,1581.8,1583.9,1579.6,1582.7,288103
13,2025-05-13 12:15:00+05:30,1582.4,1583.2,1578.6,1579.9,405408
14,2025-05-13 12:30:00+05:30,1579.8,1581.1,1575.1,1576.9,438129
15,2025-05-13 12:45:00+05:30,1576.9,1577.8,1572.7,1573.5,614837
16,2025-05-13 13:00:00+05:30,1573.1,1576.5,1572.2,1574.4,348433
17,2025-05-13 13:15:00+05:30,1574.4,1574.6,1570.2,1571.1,313250
18,2025-05-13 13:30:00+05:30,1570.7,1573.0,1570.0,1572.7,259051
19,2025-05-13 13:45:00+05:30,1572.7,1579.0,1571.7,1573.0,1236531
20,2025-05-13 14:00:00+05:30,1573.0,1573.7,1569.1,1570.7,384663
21,2025-05-13 14:15:00+05:30,1570.7,1573.9,1568.6,1573.0,340159
22,2025-05-13 14:30:00+05:30,1573.1,1574.9,1571.1,1572.6,398485
23,2025-05-13 14:45:00+05:30,1572.7,1575.0,1571.5,1574.6,607999
24,2025-05-13 15:00:00+05:30,1574.6,1575.8,1565.6,1565.6,1219086
25,2025-05-13 15:15:00+05:30,1565.8,1568.0,1564.6,1567.9,1057085
26,2025-05-14 09:15:00+05:30,1574.0,1588.8,1569.5,1586.5,559213
27,2025-05-14 09:30:00+05:30,1585.7,1593.1,1582.5,1592.2,329308
28,2025-05-14 09:45:00+05:30,1592.2,1594.0,1586.6,1591.3,206376
29,2025-05-14 10:00:00+05:30,1591.9,1592.0,1589.5,1591.7,120201
30,2025-05-14 10:15:00+05:30,1591.5,1592.9,1586.2,1587.0,128652
31,2025-05-14 10:30:00+05:30,1587.0,1590.0,1585.0,1589.7,93070
32,2025-05-14 10:45:00+05:30,1589.7,1591.4,1587.7,1587.7,81199
33,2025-05-14 11:00:00+05:30,1588.0,1588.8,1586.7,1587.5,55353
34,2025-05-14 11:15:00+05:30,1587.5,1591.8,1587.0,1590.9,58778
35,2025-05-14 11:30:00+05:30,1590.9,1591.8,1587.8,1588.6,69224
36,2025-05-14 11:45:00+05:30,1588.1,1588.7,1585.2,1588.3,120962
37,2025-05-14 12:00:00+05:30,1588.3,1590.3,1586.9,1589.5,58682
38,2025-05-14 12:15:00+05:30,1589.5,1589.9,1587.4,1589.7,52399
39,2025-05-14 12:30:00+05:30,1589.7,1590.4,1585.1,1586.3,128054
40,2025-05-14 12:45:00+05:30,1586.8,1587.6,1580.1,1582.0,190272
41,2025-05-14 13:00:00+05:30,1582.5,1590.0,1582.0,1589.5,148588
42,2025-05-14 13:15:00+05:30,1589.0,1594.8,1587.6,1591.7,159506
43,2025-05-14 13:30:00+05:30,1591.7,1592.3,1589.7,1590.6,123382
44,2025-05-14 13:45:00+05:30,1590.6,1591.0,1588.4,1590.2,111208
45,2025-05-14 14:00:00+05:30,1590.1,1590.4,1584.6,1589.6,194958
46,2025-05-14 14:15:00+05:30,1589.8,1591.4,1587.4,1588.1,153951
47,2025-05-14 14:30:00+05:30,1587.7,1593.0,1585.0,1589.9,202893
48,2025-05-14 14:45:00+05:30,1589.9,1591.0,1588.4,1589.7,152138
49,2025-05-14 15:00:00+05:30,1589.3,1595.0,1589.3,1591.3,742076
50,2025-05-14 15:15:00+05:30,1591.3,1594.0,1589.8,1592.8,573050
51,2025-05-15 09:15:00+05:30,1589.8,1591.5,1582.1,1584.5,424499
52,2025-05-15 09:30:00+05:30,1584.5,1585.0,1578.0,1578.7,318537
53,2025-05-15 09:45:00+05:30,1578.5,1581.1,1575.1,1577.5,340951
54,2025-05-15 10:00:00+05:30,1577.5,1578.1,1571.0,1574.4,210388
55,2025-05-15 10:15:00+05:30,1574.2,1577.4,1572.5,1574.0,140257
56,2025-05-15 10:30:00+05:30,1574.0,1590.0,1573.9,1586.5,374714
57,2025-05-15 10:45:00+05:30,1585.9,1588.0,1581.3,1587.5,172756
58,2025-05-15 11:00:00+05:30,1587.4,1587.6,1573.5,1575.0,198020
59,2025-05-15 11:15:00+05:30,1575.0,1579.5,1574.0,1576.0,153826
60,2025-05-15 11:30:00+05:30,1576.0,1578.6,1574.0,1577.5,228637
61,2025-05-15 11:45:00+05:30,1577.5,1578.3,1574.0,1574.8,98541
62,2025-05-15 12:00:00+05:30,1574.6,1579.5,1573.1,1576.5,137133
63,2025-05-15 12:15:00+05:30,1576.6,1581.0,1575.2,1576.8,147654
64,2025-05-15 12:30:00+05:30,1577.1,1583.9,1576.0,1582.0,166555
65,2025-05-15 12:45:00+05:30,1582.0,1586.9,1581.5,1585.0,149482
66,2025-05-15 13:00:00+05:30,1584.9,1599.0,1584.7,1598.8,695271
67,2025-05-15 13:15:00+05:30,1598.6,1602.0,1593.7,1599.6,511494
68,2025-05-15 13:30:00+05:30,1599.8,1607.6,1599.6,1604.4,833066
69,2025-05-15 13:45:00+05:30,1604.4,1610.5,1603.7,1609.6,1089556
70,2025-05-15 14:00:00+05:30,1609.8,1614.3,1606.8,1612.0,786944
71,2025-05-15 14:15:00+05:30,1611.8,1614.7,1610.0,1613.9,567137
72,2025-05-15 14:30:00+05:30,1613.5,1618.6,1609.1,1617.8,817311
73,2025-05-15 14:45:00+05:30,1617.8,1618.2,1612.6,1613.6,692068
74,2025-05-15 15:00:00+05:30,1613.6,1616.3,1611.0,1611.3,1125274
75,2025-05-15 15:15:00+05:30,1611.3,1614.0,1609.0,1609.5,681580
76,2025-05-16 09:15:00+05:30,1612.6,1612.6,1594.6,1601.1,564086
77,2025-05-16 09:30:00+05:30,1601.1,1603.3,1598.0,1600.0,195086
78,2025-05-16 09:45:00+05:30,1599.9,1601.0,1592.8,1595.0,246466
79,2025-05-16 10:00:00+05:30,1594.9,1598.8,1594.8,1595.7,91101
80,2025-05-16 10:15:00+05:30,1595.5,1597.9,1591.5,1593.9,160805
81,2025-05-16 10:30:00+05:30,1593.8,1594.8,1589.4,1589.4,170212
82,2025-05-16 10:45:00+05:30,1589.4,1590.8,1586.5,1587.6,168846
83,2025-05-16 11:00:00+05:30,1587.6,1588.6,1583.1,1585.9,183869
84,2025-05-16 11:15:00+05:30,1586.0,1586.7,1581.5,1581.8,147334
85,2025-05-16 11:30:00+05:30,1581.9,1588.7,1581.7,1587.4,156482
86,2025-05-16 11:45:00+05:30,1587.7,1588.2,1586.4,1587.7,89621
87,2025-05-16 12:00:00+05:30,1587.7,1590.9,1587.6,1588.5,134755
88,2025-05-16 12:15:00+05:30,1588.5,1588.7,1584.0,1586.5,103577
89,2025-05-16 12:30:00+05:30,1586.5,1589.0,1586.1,1587.6,58466
90,2025-05-16 12:45:00+05:30,1587.6,1591.4,1587.6,1587.7,135844
91,2025-05-16 13:00:00+05:30,1587.3,1589.8,1587.1,1589.3,68531
92,2025-05-16 13:15:00+05:30,1589.4,1591.9,1588.8,1589.7,199746
93,2025-05-16 13:30:00+05:30,1590.0,1590.8,1587.3,1588.0,99022
94,2025-05-16 13:45:00+05:30,1588.1,1589.5,1587.6,1589.2,67138
95,2025-05-16 14:00:00+05:30,1589.2,1589.8,1588.1,1588.2,66934
96,2025-05-16 14:15:00+05:30,1588.2,1588.6,1586.0,1586.8,116976
97,2025-05-16 14:30:00+05:30,1586.8,1589.1,1586.0,1588.0,143057
98,2025-05-16 14:45:00+05:30,1588.0,1589.9,1587.4,1589.0,156715
99,2025-05-16 15:00:00+05:30,1588.9,1592.1,1588.9,1590.1,409770
100,2025-05-16 15:15:00+05:30,1590.2,1590.2,1588.0,1589.4,611796
101,2025-05-19 09:15:00+05:30,1576.5,1585.0,1561.2,1571.1,680437
102,2025-05-19 09:30:00+05:30,1571.1,1573.3,1566.8,1567.4,480916
103,2025-05-19 09:45:00+05:30,1567.0,1569.9,1566.5,1569.9,158231
104,2025-05-19 10:00:00+05:30,1569.5,1572.5,1567.3,1572.0,165826
105,2025-05-19 10:15:00+05:30,1572.0,1574.9,1569.1,1569.2,279842
106,2025-05-19 10:30:00+05:30,1569.4,1571.0,1567.1,1567.3,169861
107,2025-05-19 10:45:00+05:30,1567.2,1570.3,1567.1,1568.4,183662
108,2025-05-19 11:00:00+05:30,1568.4,1570.0,1567.4,1567.5,182812
109,2025-05-19 11:15:00+05:30,1567.5,1573.0,1567.3,1569.7,162627
110,2025-05-19 11:30:00+05:30,1569.7,1570.0,1567.8,1568.1,99026
111,2025-05-19 11:45:00+05:30,1568.3,1569.2,1566.0,1566.5,170939
112,2025-05-19 12:00:00+05:30,1566.5,1566.8,1563.0,1564.2,247422
113,2025-05-19 12:15:00+05:30,1564.2,1566.2,1563.1,1564.8,141975
114,2025-05-19 12:30:00+05:30,1564.8,1565.2,1564.1,1564.7,148035
115,2025-05-19 12:45:00+05:30,1564.6,1566.3,1564.1,1566.0,146461
116,2025-05-19 13:00:00+05:30,1566.1,1566.6,1565.0,1565.5,121557
117,2025-05-19 13:15:00+05:30,1565.5,1566.5,1565.0,1565.3,117784
118,2025-05-19 13:30:00+05:30,1565.3,1565.3,1562.0,1562.5,179490
119,2025-05-19 13:45:00+05:30,1562.6,1563.8,1562.0,1562.1,151039
120,2025-05-19 14:00:00+05:30,1562.1,1570.0,1561.0,1566.1,1861376
121,2025-05-19 14:15:00+05:30,1566.1,1567.0,1562.5,1562.6,286297
