,date,open,high,low,close,volume
0,2025-07-10 00:00:00+05:30,25511.65,25524.05,25340.45,25355.25,0
1,2025-07-11 00:00:00+05:30,25255.5,25322.45,25129.0,25149.85,0
2,2025-07-14 00:00:00+05:30,25149.5,25151.1,25001.95,25082.3,0
3,2025-07-15 00:00:00+05:30,25089.5,25245.2,25088.45,25195.8,0
4,2025-07-16 00:00:00+05:30,25196.6,25255.3,25121.05,25212.05,0
5,2025-07-17 00:00:00+05:30,25230.75,25238.35,25101.0,25111.45,0
6,2025-07-18 00:00:00+05:30,25108.55,25144.6,24918.65,24968.4,0
7,2025-07-21 00:00:00+05:30,24999.0,25111.4,24882.3,25090.7,0
8,2025-07-22 00:00:00+05:30,25166.65,25182.0,25035.55,25060.9,0
9,2025-07-23 00:00:00+05:30,25139.35,25233.5,25085.5,25219.9,0
10,2025-07-24 00:00:00+05:30,25243.3,25246.25,25018.7,25062.1,0
11,2025-07-25 00:00:00+05:30,25010.35,25010.35,24806.35,24837.0,0
12,2025-07-28 00:00:00+05:30,24782.45,24889.2,24646.6,24680.9,0
13,2025-07-29 00:00:00+05:30,24609.65,24847.15,24598.6,24821.1,0
14,2025-07-30 00:00:00+05:30,24890.4,24902.3,24771.95,24855.05,0
15,2025-07-31 00:00:00+05:30,24642.25,24956.5,24635.0,24768.35,0
16,2025-08-01 00:00:00+05:30,24734.9,24784.15,24535.05,24565.35,0
17,2025-08-04 00:00:00+05:30,24596.05,24736.25,24554.0,24722.75,0
18,2025-08-05 00:00:00+05:30,24720.25,24733.1,24590.3,24649.55,0
19,2025-08-06 00:00:00+05:30,24641.35,24671.4,24539.2,24574.2,0
20,2025-08-07 00:00:00+05:30,24464.2,24634.2,24344.15,24596.15,0
21,2025-08-08 00:00:00+05:30,24544.25,24585.5,24337.5,24363.3,0
22,2025-08-11 00:00:00+05:30,24371.5,24600.85,24347.45,24585.05,0
23,2025-08-12 00:00:00+05:30,24563.35,24702.6,24465.65,24487.4,0
24,2025-08-13 00:00:00+05:30,24586.2,24664.55,24535.25,24619.35,0
25,2025-08-14 00:00:00+05:30,24607.25,24673.65,24596.9,24631.3,0
26,2025-08-18 00:00:00+05:30,24938.2,25022.0,24852.85,24876.95,0
27,2025-08-19 00:00:00+05:30,24891.35,25012.65,24873.95,24980.65,0
28,2025-08-20 00:00:00+05:30,24965.8,25088.7,24929.7,25050.55,0
29,2025-08-21 00:00:00+05:30,25142.0,25153.65,25054.9,25083.75,0
30,2025-08-22 00:00:00+05:30,25064.15,25084.85,24859.15,24870.1,0
31,2025-08-25 00:00:00+05:30,24949.15,25021.55,24894.35,24967.75,0
32,2025-08-26 00:00:00+05:30,24899.5,24919.65,24689.6,24712.05,0
33,2025-08-28 00:00:00+05:30,24695.8,24702.65,24481.6,24500.9,0
34,2025-08-29 00:00:00+05:30,24466.7,24572.45,24404.7,24433.65,0
