,date,open,high,low,close,volume
0,2025-07-29 00:00:00+05:30,1383.0,1420.2,1383.0,1417.1,10750072
1,2025-07-30 00:00:00+05:30,1418.1,1423.3,1401.3,1410.1,7209849
2,2025-07-31 00:00:00+05:30,1388.1,1402.6,1382.2,1390.2,17065827
3,2025-08-01 00:00:00+05:30,1386.9,1405.9,1384.3,1393.7,10321171
4,2025-08-04 00:00:00+05:30,1395.1,1416.1,1391.7,1411.5,6312820
5,2025-08-05 00:00:00+05:30,1411.0,1411.0,1388.1,1391.7,9315972
6,2025-08-06 00:00:00+05:30,1391.9,1395.9,1383.3,1392.8,5834312
7,2025-08-07 00:00:00+05:30,1387.7,1393.7,1366.0,1389.4,9976705
8,2025-08-08 00:00:00+05:30,1385.0,1397.2,1365.0,1367.8,8793606
9,2025-08-11 00:00:00+05:30,1370.0,1388.0,1361.2,1386.2,9997486
10,2025-08-12 00:00:00+05:30,1381.9,1401.9,1375.2,1380.4,12244664
11,2025-08-13 00:00:00+05:30,1388.0,1391.8,1377.5,1382.6,7457021
12,2025-08-14 00:00:00+05:30,1377.3,1380.7,1370.1,1373.8,7126128
13,2025-08-18 00:00:00+05:30,1390.0,1394.9,1377.0,1381.7,11785109
14,2025-08-19 00:00:00+05:30,1390.0,1421.0,1389.1,1420.1,14384719
15,2025-08-20 00:00:00+05:30,1413.0,1424.9,1410.0,1413.0,8725641
16,2025-08-21 00:00:00+05:30,1425.0,1431.9,1420.3,1424.8,11021323
17,2025-08-22 00:00:00+05:30,1420.0,1423.4,1407.9,1409.2,5818868
18,2025-08-25 00:00:00+05:30,1414.7,1419.5,1405.7,1412.6,5979407
19,2025-08-26 00:00:00+05:30,1408.0,1410.0,1381.6,1384.9,12145259
20,2025-08-28 00:00:00+05:30,1389.9,1392.2,1366.5,1390.9,12572160
