date,open,high,low,close,volume
2020-05-03 18:30:00,478.8,480.0,458.8,461.5,26722354.0
2020-05-04 18:30:00,469.0,472.0,454.0,455.7,29674380.0
2020-05-05 18:30:00,459.5,475.0,452.8,473.2,33786280.0
2020-05-06 18:30:00,470.2,471.6,460.7,462.5,21832006.0
2020-05-07 18:30:00,471.0,472.0,462.6,464.5,20807494.0
2020-05-10 18:30:00,468.5,477.0,457.0,457.9,28550784.0
2020-05-11 18:30:00,450.5,454.7,435.6,450.8,49568648.0
2020-05-12 18:30:00,475.5,480.0,461.0,463.8,44347108.0
2020-05-13 18:30:00,449.0,455.5,445.0,446.8,39554890.0
2020-05-14 18:30:00,445.2,446.2,437.5,444.1,24349740.0
2020-05-17 18:30:00,444.0,444.0,415.6,418.3,46653312.0
2020-05-18 18:30:00,430.4,433.6,413.0,415.3,47461122.0
2020-05-19 18:30:00,418.2,432.0,416.1,428.6,40014826.0
2020-05-20 18:30:00,430.7,442.0,426.2,429.8,48479366.0
2020-05-21 18:30:00,425.0,435.2,416.5,419.4,42051698.0
2020-05-25 18:30:00,428.5,435.9,424.4,426.2,38005178.0
2020-05-26 18:30:00,430.0,454.9,428.6,451.8,56026454.0
2020-05-27 18:30:00,460.0,475.0,457.0,472.6,75489852.0
2020-05-28 18:30:00,472.0,477.5,461.7,475.8,53025200.0
2020-05-31 18:30:00,487.5,497.5,483.0,493.8,39190746.0
2020-06-01 18:30:00,493.4,502.5,487.6,500.5,41623818.0
2020-06-02 18:30:00,510.0,523.1,507.7,511.1,50546134.0
2020-06-03 18:30:00,514.0,519.5,495.6,500.8,54278956.0
2020-06-04 18:30:00,501.6,521.2,501.4,516.7,35196206.0
2020-06-07 18:30:00,530.0,533.3,503.2,508.0,49812724.0
2020-06-08 18:30:00,510.0,513.4,489.8,493.6,61845788.0
2020-06-09 18:30:00,495.0,499.9,489.1,495.9,36497760.0
2020-06-10 18:30:00,492.5,494.2,482.5,484.3,30898284.0
2020-06-11 18:30:00,464.0,493.3,464.0,491.4,42645760.0
2020-06-14 18:30:00,484.0,487.0,471.5,474.9,32009946.0
2020-06-15 18:30:00,487.5,497.0,476.0,495.2,45400226.0
2020-06-16 18:30:00,494.5,499.4,486.6,489.6,36959008.0
2020-06-17 18:30:00,490.0,512.4,486.0,510.0,40870938.0
2020-06-18 18:30:00,509.0,521.5,506.1,516.7,47878648.0
2020-06-21 18:30:00,519.7,523.0,511.9,514.4,29694642.0
2020-06-22 18:30:00,519.5,522.5,508.3,521.2,28831280.0
2020-06-23 18:30:00,524.2,528.8,515.0,516.2,39429328.0
2020-06-24 18:30:00,511.0,524.5,503.5,514.4,70646914.0
2020-06-25 18:30:00,520.5,531.5,514.0,528.2,39973354.0
2020-06-28 18:30:00,518.5,541.3,518.5,538.0,46007450.0
2020-06-29 18:30:00,537.0,539.3,528.2,532.9,35746632.0
2020-06-30 18:30:00,532.9,548.0,530.6,542.3,34846756.0
2020-07-01 18:30:00,545.2,555.6,542.6,544.7,36954496.0
2020-07-02 18:30:00,546.5,547.9,535.0,537.0,27597758.0
2020-07-05 18:30:00,554.0,560.0,550.0,551.5,35558486.0
2020-07-06 18:30:00,554.7,555.8,546.5,552.6,24350850.0
2020-07-07 18:30:00,553.5,562.4,552.5,555.2,30056824.0
2020-07-08 18:30:00,559.0,564.8,553.6,562.5,20115434.0
2020-07-09 18:30:00,559.0,560.0,549.8,552.6,17563208.0
2020-07-12 18:30:00,555.0,556.5,535.6,540.1,29923390.0
2020-07-13 18:30:00,531.3,534.4,525.0,529.4,26613022.0
2020-07-14 18:30:00,535.1,539.5,525.0,526.6,20974492.0
2020-07-15 18:30:00,526.8,532.8,517.0,531.3,23662512.0
2020-07-16 18:30:00,529.5,552.0,529.2,549.2,28405866.0
2020-07-19 18:30:00,567.5,576.4,562.1,566.5,65124128.0
2020-07-20 18:30:00,576.0,579.0,567.0,569.3,47515536.0
2020-07-21 18:30:00,569.2,572.2,558.8,563.2,24718048.0
2020-07-22 18:30:00,562.5,572.0,558.1,565.2,20149610.0
2020-07-23 18:30:00,561.4,561.4,550.6,559.6,19598444.0
2020-07-26 18:30:00,549.9,551.5,537.7,539.8,37970334.0
2020-07-27 18:30:00,539.5,547.2,529.8,543.3,35596660.0
2020-07-28 18:30:00,540.5,544.2,527.8,532.3,33593304.0
2020-07-29 18:30:00,537.0,541.8,523.4,525.3,26957902.0
2020-07-30 18:30:00,528.8,528.8,510.0,516.4,37730460.0
2020-08-02 18:30:00,513.0,513.5,496.5,501.0,31783562.0
2020-08-03 18:30:00,504.0,530.5,501.5,520.8,60306836.0
2020-08-04 18:30:00,524.0,527.9,510.0,513.8,33221392.0
2020-08-05 18:30:00,518.5,527.5,513.1,520.4,33647116.0
2020-08-06 18:30:00,517.4,523.6,510.3,521.9,24837632.0
2020-08-09 18:30:00,522.0,532.0,521.9,525.3,22172930.0
2020-08-10 18:30:00,524.2,535.5,524.2,533.3,20136300.0
2020-08-11 18:30:00,532.5,533.0,524.0,531.8,20666444.0
2020-08-12 18:30:00,534.0,535.7,528.2,529.5,19892740.0
2020-08-13 18:30:00,533.0,533.0,513.6,517.2,20924700.0
2020-08-16 18:30:00,523.5,523.5,510.1,516.4,19561182.0
2020-08-17 18:30:00,514.0,530.8,511.0,528.2,24041124.0
2020-08-18 18:30:00,532.5,534.9,528.1,533.3,17716112.0
2020-08-19 18:30:00,527.5,534.5,526.0,529.5,19217182.0
2020-08-20 18:30:00,532.7,544.4,532.3,542.8,28924474.0
2020-08-23 18:30:00,543.0,561.5,542.8,558.5,36779858.0
2020-08-24 18:30:00,559.5,563.5,553.1,559.8,27601944.0
2020-08-25 18:30:00,560.5,565.9,554.8,559.2,25190262.0
2020-08-26 18:30:00,562.9,565.0,553.1,556.0,20646030.0
2020-08-27 18:30:00,556.0,562.5,547.5,557.2,38698138.0
2020-08-30 18:30:00,564.8,574.4,550.4,557.9,38501442.0
2020-08-31 18:30:00,564.0,571.8,554.0,563.6,28877898.0
2020-09-01 18:30:00,562.0,569.5,560.4,567.1,19761710.0
2020-09-02 18:30:00,568.6,573.0,564.0,565.4,19833402.0
2020-09-03 18:30:00,555.0,562.7,552.2,559.6,23661372.0
2020-09-06 18:30:00,558.2,559.8,549.5,555.2,17615528.0
2020-09-07 18:30:00,557.0,559.4,551.5,556.2,14624920.0
2020-09-08 18:30:00,550.5,555.0,545.6,548.2,15729090.0
2020-09-09 18:30:00,551.5,552.4,542.0,545.3,15188418.0
2020-09-10 18:30:00,548.2,552.4,535.5,539.3,20795090.0
2020-09-13 18:30:00,544.0,547.0,526.2,529.0,21651748.0
2020-09-14 18:30:00,534.0,538.1,529.0,535.2,16505132.0
2020-09-15 18:30:00,535.1,548.0,534.2,546.8,18710252.0
2020-09-16 18:30:00,542.0,547.0,539.0,541.8,18318826.0
2020-09-17 18:30:00,546.0,546.1,523.6,528.6,23481778.0
2020-09-20 18:30:00,527.5,535.7,520.8,524.6,19842878.0
2020-09-21 18:30:00,527.0,529.1,514.8,517.7,18620678.0
2020-09-22 18:30:00,523.0,527.5,517.2,523.6,16079870.0
2020-09-23 18:30:00,519.0,523.5,512.5,515.2,19809790.0
2020-09-24 18:30:00,525.0,526.0,512.8,522.0,20321550.0
2020-09-27 18:30:00,524.5,529.5,521.3,527.1,16152422.0
2020-09-28 18:30:00,529.0,535.0,525.5,531.3,12644548.0
2020-09-29 18:30:00,530.0,543.4,526.0,539.3,18814076.0
2020-09-30 18:30:00,545.0,555.0,545.0,553.5,21203132.0
2020-10-04 18:30:00,556.0,566.0,555.5,557.2,16940218.0
2020-10-05 18:30:00,567.5,574.0,563.1,572.0,19371994.0
2020-10-06 18:30:00,572.4,582.4,568.8,581.1,21249054.0
2020-10-07 18:30:00,590.0,601.5,581.7,595.9,35060736.0
2020-10-08 18:30:00,600.5,618.5,595.8,616.8,44972430.0
2020-10-11 18:30:00,615.8,621.4,602.8,606.8,19220554.0
2020-10-12 18:30:00,606.7,611.2,597.5,599.2,18354030.0
2020-10-13 18:30:00,597.8,607.2,587.8,605.8,22582946.0
2020-10-14 18:30:00,607.1,608.5,582.0,584.6,28247138.0
2020-10-15 18:30:00,590.0,601.8,586.5,599.7,25823118.0
2020-10-18 18:30:00,617.5,617.5,596.3,601.8,42359768.0
2020-10-19 18:30:00,603.8,613.7,603.0,612.0,27411988.0
2020-10-20 18:30:00,615.3,625.5,610.8,623.4,35641130.0
2020-10-21 18:30:00,620.0,625.0,611.5,616.6,21913096.0
2020-10-22 18:30:00,621.8,624.2,615.6,617.9,15866252.0
2020-10-25 18:30:00,614.9,621.0,602.3,605.4,19572046.0
2020-10-26 18:30:00,613.0,618.0,598.9,616.6,24317844.0
2020-10-27 18:30:00,614.0,616.0,600.8,604.8,16571250.0
2020-10-28 18:30:00,600.3,602.2,589.2,593.6,23060304.0
2020-10-29 18:30:00,591.3,599.6,588.2,591.8,11522940.0
2020-11-01 18:30:00,597.2,612.5,588.8,607.6,21926080.0
2020-11-02 18:30:00,613.2,625.4,612.8,624.0,28164230.0
2020-11-03 18:30:00,626.0,632.4,615.0,628.7,23404822.0
2020-11-04 18:30:00,633.0,638.0,626.2,634.6,21433928.0
2020-11-05 18:30:00,633.1,655.0,632.8,653.8,35705724.0
2020-11-08 18:30:00,657.6,673.0,657.6,670.3,26288440.0
2020-11-09 18:30:00,678.5,697.5,675.8,696.8,41517356.0
2020-11-10 18:30:00,700.0,707.4,685.2,695.0,36116194.0
2020-11-11 18:30:00,688.7,694.3,680.0,685.8,27053948.0
2020-11-12 18:30:00,684.4,684.4,673.5,679.4,22472480.0
2020-11-13 18:30:00,683.9,687.5,682.6,684.8,1835066.0
2020-11-16 18:30:00,692.9,706.3,690.3,704.2,31059900.0
2020-11-17 18:30:00,701.5,709.5,699.5,704.4,18862776.0
2020-11-18 18:30:00,694.8,699.7,684.0,687.2,20266882.0
2020-11-19 18:30:00,686.3,704.2,682.5,701.8,20405362.0
2020-11-22 18:30:00,707.5,711.8,687.7,697.3,25246636.0
2020-11-23 18:30:00,704.0,722.5,701.0,719.1,40154400.0
2020-11-24 18:30:00,725.6,732.2,698.5,701.4,24152602.0
2020-11-25 18:30:00,707.5,716.0,693.5,713.3,27943126.0
2020-11-26 18:30:00,715.9,723.0,707.8,720.4,17994580.0
2020-11-30 18:30:00,720.4,724.5,712.8,716.6,17147574.0
2020-12-01 18:30:00,715.5,715.9,697.4,703.5,17892150.0
2020-12-02 18:30:00,714.5,716.0,687.0,688.6,37933222.0
2020-12-03 18:30:00,690.5,700.7,686.6,692.8,26912322.0
2020-12-06 18:30:00,687.5,690.0,679.0,686.1,24316318.0
2020-12-07 18:30:00,687.5,694.4,682.6,688.2,19457896.0
2020-12-08 18:30:00,688.5,705.0,687.5,703.6,22069074.0
2020-12-09 18:30:00,699.0,701.0,687.9,692.9,19727966.0
2020-12-10 18:30:00,695.0,697.5,686.5,691.4,21356384.0
2020-12-13 18:30:00,691.5,694.0,684.0,686.1,17222050.0
2020-12-14 18:30:00,690.4,697.5,683.0,695.6,21561436.0
2020-12-15 18:30:00,702.0,708.4,697.2,705.4,16832092.0
2020-12-16 18:30:00,709.3,722.5,702.2,720.9,21924478.0
2020-12-17 18:30:00,717.5,719.8,703.2,705.7,22995918.0
2020-12-20 18:30:00,708.8,711.9,683.4,686.3,23761824.0
2020-12-21 18:30:00,692.4,692.4,672.5,686.6,22851558.0
2020-12-22 18:30:00,683.8,690.5,680.5,687.8,15467394.0
2020-12-23 18:30:00,694.7,702.0,688.5,698.6,14952188.0
2020-12-27 18:30:00,702.5,710.5,702.0,706.4,11699194.0
2020-12-28 18:30:00,710.5,717.4,710.0,713.6,14495346.0
2020-12-29 18:30:00,720.0,720.0,706.5,716.2,16216726.0
2020-12-30 18:30:00,717.5,722.0,712.5,718.2,22145750.0
2020-12-31 18:30:00,720.0,721.5,710.3,712.5,8810938.0
2021-01-03 18:30:00,719.0,719.0,699.5,708.0,15740192.0
2021-01-04 18:30:00,709.6,715.4,704.5,713.4,14386824.0
2021-01-05 18:30:00,717.5,720.0,706.6,710.3,22134050.0
2021-01-06 18:30:00,716.2,716.3,706.3,708.1,19894842.0
2021-01-07 18:30:00,716.0,721.0,711.6,715.8,13768764.0
2021-01-10 18:30:00,725.0,732.4,718.2,725.7,17331392.0
2021-01-11 18:30:00,726.2,743.8,724.6,740.5,20388156.0
2021-01-12 18:30:00,746.4,748.4,731.0,735.3,16934650.0
2021-01-13 18:30:00,735.6,744.0,728.0,734.4,12297166.0
2021-01-14 18:30:00,734.6,735.8,722.5,733.3,14165236.0
2021-01-17 18:30:00,735.0,751.4,733.5,741.6,42825632.0
2021-01-18 18:30:00,745.9,755.8,733.5,751.9,17360254.0
2021-01-19 18:30:00,750.5,750.5,743.0,746.0,13346052.0
2021-01-20 18:30:00,746.0,747.2,734.1,737.4,26333054.0
2021-01-21 18:30:00,734.0,734.0,720.1,721.8,15392364.0
2021-01-24 18:30:00,732.6,740.5,727.6,731.4,20344718.0
2021-01-26 18:30:00,734.0,736.0,703.1,704.8,23556276.0
2021-01-27 18:30:00,695.0,700.6,671.0,685.7,42704446.0
2021-01-28 18:30:00,695.7,704.4,682.2,695.2,28704502.0
2021-01-31 18:30:00,705.1,741.2,700.5,738.4,26370544.0
2021-02-01 18:30:00,750.5,789.2,748.7,780.3,42420206.0
2021-02-02 18:30:00,789.5,790.8,771.0,787.4,20237254.0
2021-02-03 18:30:00,783.0,794.0,771.7,789.6,24484684.0
2021-02-04 18:30:00,774.0,809.1,774.0,798.8,27054716.0
2021-02-07 18:30:00,810.0,815.8,797.8,802.6,17447580.0
2021-02-08 18:30:00,805.0,814.0,793.4,805.9,18421366.0
2021-02-09 18:30:00,804.2,807.4,783.5,790.9,19788006.0
2021-02-10 18:30:00,791.0,798.9,782.1,786.2,13648618.0
2021-02-11 18:30:00,787.0,796.2,786.5,791.0,9910106.0
2021-02-14 18:30:00,800.0,812.5,798.4,808.3,10355244.0
2021-02-15 18:30:00,810.6,820.5,804.2,813.3,13897358.0
2021-02-16 18:30:00,810.0,810.9,791.5,793.2,12794426.0
2021-02-17 18:30:00,803.0,803.0,774.0,777.2,14720560.0
2021-02-18 18:30:00,772.5,782.1,766.5,769.6,17139508.0
2021-02-21 18:30:00,772.5,787.0,769.7,774.0,29451838.0
2021-02-22 18:30:00,776.9,778.8,761.3,764.6,18239906.0
2021-02-23 18:30:00,763.2,807.0,758.1,803.2,14314332.0
2021-02-24 18:30:00,804.9,818.1,801.0,803.2,20109570.0
2021-02-25 18:30:00,793.5,794.4,760.5,767.2,27912846.0
2021-02-28 18:30:00,782.0,786.3,770.4,779.4,13536018.0
2021-03-01 18:30:00,787.8,793.8,775.5,784.1,16110038.0
2021-03-02 18:30:00,792.0,798.0,782.5,793.4,11222410.0
2021-03-03 18:30:00,774.3,785.5,769.6,776.0,16291438.0
2021-03-04 18:30:00,765.5,772.8,760.6,765.0,17445822.0
2021-03-07 18:30:00,771.0,777.5,756.2,759.8,15117050.0
2021-03-08 18:30:00,772.5,782.8,769.1,781.2,15066696.0
2021-03-09 18:30:00,786.0,787.5,776.1,777.9,11055016.0
2021-03-11 18:30:00,800.0,800.0,767.5,776.0,15631204.0
2021-03-14 18:30:00,774.2,774.2,757.6,764.3,12230484.0
2021-03-15 18:30:00,765.4,770.2,755.0,756.1,13722366.0
2021-03-16 18:30:00,762.1,769.5,745.1,747.7,21064428.0
2021-03-17 18:30:00,755.9,761.0,740.6,745.5,18065540.0
2021-03-18 18:30:00,742.5,755.6,737.0,748.8,21235020.0
2021-03-21 18:30:00,747.4,747.4,730.2,734.6,14015632.0
2021-03-22 18:30:00,735.0,753.7,734.6,750.1,19761428.0
2021-03-23 18:30:00,745.4,753.2,735.5,739.4,16368900.0
2021-03-24 18:30:00,745.1,747.8,725.1,731.7,23964356.0
2021-03-25 18:30:00,747.0,749.5,737.0,745.6,12021258.0
2021-03-29 18:30:00,753.3,781.3,750.8,776.8,25608064.0
2021-03-30 18:30:00,774.0,774.0,744.0,746.8,30774506.0
2021-03-31 18:30:00,749.7,749.7,732.5,743.4,35763762.0
2021-04-04 18:30:00,740.0,742.5,715.5,724.8,16006586.0
2021-04-05 18:30:00,730.0,731.3,716.3,720.1,15075734.0
2021-04-06 18:30:00,719.6,728.4,710.8,723.6,25088180.0
2021-04-07 18:30:00,726.5,730.4,715.2,716.4,17613592.0
2021-04-08 18:30:00,713.0,716.4,707.6,710.9,28157816.0
2021-04-11 18:30:00,696.5,699.5,676.5,683.5,22549128.0
2021-04-12 18:30:00,684.0,703.2,680.5,700.2,18600682.0
2021-04-14 18:30:00,702.5,718.4,695.5,715.0,34444984.0
2021-04-15 18:30:00,717.5,722.5,711.8,714.3,15606526.0
2021-04-18 18:30:00,695.0,708.8,686.2,706.2,24069242.0
2021-04-19 18:30:00,712.5,713.2,692.0,695.7,23186270.0
2021-04-21 18:30:00,690.0,713.4,685.5,711.2,38485312.0
2021-04-22 18:30:00,704.5,717.3,700.1,707.1,22713528.0
2021-04-25 18:30:00,706.5,714.5,701.4,702.4,30170952.0
2021-04-26 18:30:00,703.6,721.0,702.4,719.4,20592906.0
2021-04-27 18:30:00,718.1,739.5,715.5,738.4,24103940.0
2021-04-28 18:30:00,743.1,751.8,730.5,736.2,24078552.0
2021-04-29 18:30:00,722.5,726.9,703.8,706.2,35232902.0
2021-05-02 18:30:00,696.5,711.0,688.6,707.2,22473700.0
2021-05-03 18:30:00,705.0,711.5,691.6,694.2,21486328.0
2021-05-04 18:30:00,700.5,704.8,690.8,701.3,14421612.0
2021-05-05 18:30:00,703.8,705.4,697.5,700.4,11477044.0
2021-05-06 18:30:00,706.5,712.5,705.1,707.4,12048334.0
2021-05-09 18:30:00,713.5,715.0,706.4,709.9,11060050.0
2021-05-10 18:30:00,698.0,712.1,697.5,701.8,14519034.0
2021-05-11 18:30:00,699.9,704.3,694.4,699.8,13774926.0
2021-05-13 18:30:00,697.2,699.4,691.2,693.4,10604142.0
2021-05-16 18:30:00,697.6,721.3,690.6,720.1,15120692.0
2021-05-17 18:30:00,729.5,741.4,727.5,738.4,22165280.0
2021-05-18 18:30:00,735.1,739.4,726.3,729.1,10130916.0
2021-05-19 18:30:00,729.2,733.0,714.2,716.4,10684184.0
2021-05-20 18:30:00,721.5,751.0,721.5,748.6,19341646.0
2021-05-23 18:30:00,751.6,760.2,749.2,755.0,22146102.0
2021-05-24 18:30:00,755.2,756.9,735.2,739.5,19236974.0
2021-05-25 18:30:00,740.0,743.5,735.0,738.5,12283990.0
2021-05-26 18:30:00,736.6,744.5,731.2,741.3,20439496.0
2021-05-27 18:30:00,745.4,756.5,739.4,751.7,17750020.0
2021-05-30 18:30:00,750.0,759.8,743.8,757.9,15661054.0
2021-05-31 18:30:00,760.2,763.5,753.6,755.8,11030162.0
2021-06-01 18:30:00,755.0,755.1,746.5,752.0,10624016.0
2021-06-02 18:30:00,754.0,762.5,743.9,760.3,10287260.0
2021-06-03 18:30:00,758.0,760.3,749.6,750.5,9424476.0
2021-06-06 18:30:00,755.0,757.0,748.0,749.9,8091668.0
2021-06-07 18:30:00,748.3,750.6,740.8,741.5,9872540.0
2021-06-08 18:30:00,742.0,751.0,736.0,740.2,10223442.0
2021-06-09 18:30:00,741.0,744.5,736.8,740.5,11483540.0
2021-06-10 18:30:00,745.5,748.3,740.5,743.2,7205974.0
2021-06-13 18:30:00,739.1,743.0,731.3,739.7,8881964.0
2021-06-14 18:30:00,743.0,748.0,737.4,745.1,7569602.0
2021-06-15 18:30:00,744.0,747.0,739.0,742.3,7702098.0
2021-06-16 18:30:00,733.0,739.4,730.0,733.0,9283802.0
2021-06-17 18:30:00,734.8,745.0,727.5,739.9,11938060.0
2021-06-20 18:30:00,730.7,745.9,729.5,744.4,7260472.0
2021-06-21 18:30:00,748.5,754.0,740.0,741.9,14366824.0
2021-06-22 18:30:00,745.0,748.9,739.3,742.8,7844868.0
2021-06-23 18:30:00,745.0,756.7,744.0,753.1,14785024.0
2021-06-24 18:30:00,755.6,761.0,753.5,757.6,10383176.0
2021-06-27 18:30:00,760.0,761.5,752.5,754.2,9356786.0
2021-06-28 18:30:00,753.5,754.1,746.1,751.0,10971692.0
2021-06-29 18:30:00,749.0,754.5,747.0,749.0,9679022.0
2021-06-30 18:30:00,751.0,751.0,741.5,743.4,16911442.0
2021-07-01 18:30:00,742.5,744.6,738.5,740.2,14827036.0
2021-07-04 18:30:00,745.0,752.2,742.3,747.7,7373882.0
2021-07-05 18:30:00,748.5,770.0,748.0,767.4,17669032.0
2021-07-06 18:30:00,767.0,772.7,763.8,769.8,9629190.0
2021-07-07 18:30:00,762.5,768.8,756.7,760.2,8420922.0
2021-07-08 18:30:00,756.3,758.0,748.8,751.0,10695842.0
2021-07-11 18:30:00,751.0,751.0,742.0,743.5,14458978.0
2021-07-12 18:30:00,748.0,753.0,742.0,750.9,18178142.0
2021-07-13 18:30:00,748.8,753.7,745.6,749.6,9788494.0
2021-07-14 18:30:00,752.5,763.4,749.8,760.4,10438802.0
2021-07-15 18:30:00,764.0,765.0,759.4,761.2,5170628.0
2021-07-18 18:30:00,743.5,744.4,733.0,735.5,25111600.0
2021-07-19 18:30:00,721.0,727.0,718.1,721.6,24174250.0
2021-07-21 18:30:00,728.0,734.2,722.5,724.4,13207114.0
2021-07-22 18:30:00,725.8,728.7,717.6,721.4,13126684.0
2021-07-25 18:30:00,715.0,722.0,714.0,717.3,13167166.0
2021-07-26 18:30:00,718.0,725.0,718.0,719.9,22401430.0
2021-07-27 18:30:00,717.5,719.4,702.0,708.6,20670342.0
2021-07-28 18:30:00,714.1,715.0,706.6,709.1,13702230.0
2021-07-29 18:30:00,709.5,715.9,704.0,713.2,11655488.0
